label,preprocessed,EventTime,People,Organisation,Location
1599,Man Thought Spots Removed Tweezers Horrified,78 days 13:42:27.518526000,set(),set(),set()
1600,Economist Sir Angus Deaton warns inequality damage UK progress,78 days 13:41:59.518526000,"{Angus, Deaton}",set(),"{Poland, UK}"
1601,Pictures Sri Lanka imposes curfew mosque attacks,78 days 13:41:54.518526000,set(),"{Pictures, Muslim, Lanka, Sri, Christian}",set()
1602,Evidence collected overseas use local courts says expert,78 days 13:41:51.518526000,set(),set(),set()
1603,Angry Game Thrones fans Google bombed creators photo shows search bad writers,78 days 13:41:50.518526000,set(),set(),set()
1604,Man Standing Season Air Fox Thursdays Football Joined Newbies Outmatched Filthy Rich,78 days 13:41:48.518526000,"{Roy, Jason, Fox, Jussie}",set(),set()
1605,Swindon Honda closure body blow says Unite,78 days 13:41:41.518526000,"{Swindon, Gucci}",set(),"{Kong, Hong}"
1606,TAPPS softball playoff schedule results Dallas area teams,78 days 13:41:19.518526000,"{Dallas, TAPPS}",{TAPPS},{Dallas}
1607,millennial parents distracted drivers new study says,78 days 13:41:08.518526000,set(),set(),set()
1608,United confirm second player exit,78 days 13:41:03.518526000,{United},set(),set()
1609,Scientists challenge claim Labrador site planet oldest life,78 days 13:41:03.518526000,set(),set(),"{Labrador, Labrador}"
1610,Meet Mark Babatunde African living best life coldest place earth,78 days 13:40:42.518526000,"{Mark, Babatunde}",set(),set()
1611,Ghosts TV review thought spooky spectres home bad look neighbours,78 days 13:40:31.518526000,set(),set(),set()
1612,Morris Hospital begins work emergency department,78 days 13:40:17.518526000,"{Stockwell, Grant}","{Hospital, Morris}",set()
1613,Saddam napalm victim brought Britain finds Iraqi family,78 days 13:39:59.518526000,{Saddam},{Duma},{Britain}
1614,Violent Aberdeen sex fiend admits raping teenage girls including old met social work trip,78 days 13:39:58.518526000,set(),set(),set()
1615,WestJet deal Gerry Schwartz finally land white whale,78 days 13:39:51.518526000,"{Schwartz, Archie, Gerry, Meghan, Thomas, Markle}",set(),set()
1616,Crystal meth cocaine seized Alexandria raid,78 days 13:39:12.518526000,{Alexandria},set(),set()
1617,Maleah Davis missing police doubting man story,78 days 13:38:58.518526000,"{Davis, Maleah}",set(),{Australia}
1618,Best cities Croatia short breaks need radar,78 days 13:38:58.518526000,set(),"{Support, Croatia, Times, Turkey}",set()
1619,rally support Aperol Spritz happening Greenpoint Friday,78 days 13:38:02.518526000,"{Greenpoint, Spritz, Aperol, Halep, Osaka}",set(),set()
1620,Celtic skipper Scott Brown coaches kids Philippines heartwarming video,78 days 13:37:49.518526000,"{Scott, Brown, Manuel, EJ}",set(),{Philippines}
1621,scent Jo Malone sniffed unfaithful man,78 days 13:37:48.518526000,"{Nelson, Noah, Malone, Jo}",set(),{Oklahoma}
1622,Hollyoaks spoilers Sinead brutally raped husband Laurie escapes Sienna Blake revenge attack,78 days 13:37:34.518526000,"{Sienna, Laurie, EastEnders, Blake, Kush, Kat, Sinead}",set(),set()
1623,Hurricane Season Approaching Researchers Work Better Predict Storm Intensity,78 days 13:37:22.518526000,set(),set(),set()
1624,coming hotels dreaming visiting,78 days 13:37:22.518526000,"{Brexit, GEL}",set(),set()
1625,Calls strong Ramaphosa Cabinet,78 days 13:37:04.518526000,set(),"{Cabinet, Ramaphosa, Talks, BREXIT}",set()
1626,Toronto Public Health probing confirmed measles cases,78 days 13:36:53.518526000,set(),"{Health, Toronto, Public}",set()
1627,Danny Cipriani Alex Goode Mark McCall time England look faces fit,78 days 13:36:37.518526000,"{Danny, Cipriani, Alex, James, McCarthy, Diarmuid, Goode, Mark, McCall, Connolly}",set(),{Dublin}
1628,universal basic income eradicate destitution,78 days 13:36:33.518526000,"{Universal, Basic, Income, Universal, Credit}",set(),set()
1629,new look parliament,78 days 13:36:16.518526000,"{Rivlin, Netanyahu}",set(),set()
1630,Kamala Harris flip flops private health insurance says wants undocumented immigrants Medicare,78 days 13:36:00.518526000,"{Medicare, Harris, Kamala}",set(),{Iowa}
1631,grand finale Red Deer couple celebrates set fraternal twins,78 days 13:35:58.518526000,"{Day, D, Pensioners, Chelsea}","{Battle, Normandy}",set()
1632,surprising things know Gal Gadot,78 days 13:35:58.518526000,{Gal},set(),{Kanta}
1633,Gemma Collins proves diva status suitcases arrives Hollywood,78 days 13:35:25.518526000,"{Ford, Francis, Gemma, Hollywood, Collins}",set(),set()
1634,Tonight TV Tricks Restaurant Trade Day Gaza,78 days 13:35:16.518526000,"{Roy, Jason}",set(),"{England, Gaza}"
1635,mind boggling facts geography,78 days 13:34:25.518526000,set(),set(),set()
1636,Maximum Security rider banned days Derby interference,78 days 13:34:13.518526000,set(),"{Derby, Kentucky, Derby}",set()
1637,Exploring best practices trauma informed care,78 days 13:34:13.518526000,set(),set(),set()
1638,Lenovo Makes Leap Foldable Display Laptops,78 days 13:34:07.518526000,set(),"{Nespresso, Lenovo, ThinkPad, Galaxy, Fold}",set()
1639,Geno Smith sign Seahawks source says,78 days 13:33:52.518526000,"{Beilein, Geno, Smith, John}",set(),set()
1640,Halifax cops RCMP wo issue apology African street checks,78 days 13:33:06.518526000,set(),"{Halifax, RCMP}",set()
1641,Togo la ville de Lomé honore Emmanuel Adebayor,78 days 13:32:58.518526000,"{Lomé, Tiepolo, de, Bal, Monica, au, Karlie, ville, Adebayor, la, était, Togo, Qui, Swinton, Emmanuel, Bellucci}",set(),set()
1642,Boy calls cops left hot car kids aged,78 days 13:32:58.518526000,set(),set(),set()
1643,Fighting online disability hate crime,78 days 13:32:48.518526000,set(),set(),{Portland}
1644,Oh easy Grand Koonta,78 days 13:32:35.518526000,set(),set(),{Miami}
1645,Apple new TV app goes live iPhone iPad Apple TV Samsung TVs,78 days 13:32:27.518526000,"{Samsung, Apple}","{Apple, Apple}",set()
1646,Manchester United need time reclaim Premier League says Ander Herrera,78 days 13:32:20.518526000,"{Herrera, Bouchard, Ander, Evan}","{United, Manchester}",set()
1647,Donald Trump changed Scrabble,78 days 13:32:06.518526000,"{Harper, Stephen, Trump, Justin, Donald}",set(),set()
1648,James Bond filming cancelled Daniel Craig injures ankle Jamaica,78 days 13:31:58.518526000,"{Craig, Daniel, Larsson, Zara}",set(),{Jamaica}
1649,Copy Lady Chatterley Lover landmark trial blocked leaving UK,78 days 13:31:16.518526000,"{Chatterley, Chatterley}",set(),{UK}
1650,Exclusive tickets Moon Festival,78 days 13:31:14.518526000,"{Moon, Festival}",set(),"{Rouge, Baton}"
1651,Spain beat Hungary penalties reach semi final,78 days 13:31:12.518526000,set(),set(),"{Spain, Hungary}"
1652,Cory Booker tech startup failed industry ties lasted,78 days 13:30:58.518526000,"{Booker, Cory}",set(),set()
1653,Edgy dark tolerated China noir seeks Cannes breakthrough,78 days 13:30:54.518526000,set(),"{Sokko, Jasmine, Singapore}","{China, Cannes}"
1654,Sudan protests turn violent Omar al Bashir charged,78 days 13:30:52.518526000,"{Omar, Sudan, Bashir, Bashir, al, Omar, al}",set(),set()
1655,Party boy Tyson Fury vows drink Vegas dry destroying Schwarz heavyweight showdown,78 days 13:30:30.518526000,"{Tyson, Vegas, Schwarz, Tyson, Schwartz, Fury}",set(),set()
1656,Iraq Veteran Releases Music Process Combat Memories,78 days 13:30:21.518526000,"{Mark, Chase}",set(),{Iraq}
1657,Ducks Ryan Kesler expected miss upcoming season surgery,78 days 13:29:59.518526000,"{Kesler, Ryan, Ryan, Kesler, Kesler, Ducks}",set(),set()
1658,Ally McCoist warning Rangers Old Firm victory Celtic,78 days 13:29:54.518526000,"{Graan, Munster, Johann, van}","{Firm, Old, Ally, Rangers, McCoist}",set()
1659,Avengers Endgame fans spent million AMC cinema snacks days,78 days 13:29:24.518526000,"{Endgame, Serena, Williams, Avengers}",{AMC},set()
1660,EU calls Libya ceasefire warns threat security,78 days 13:29:23.518526000,set(),{EU},{Libya}
1661,Ligonier Valley Writers hold annual flash fiction contest,78 days 13:29:04.518526000,set(),"{Air, Gets, Jordan, Low, Ligonier, Valley, Writers}",set()
1662,Peppa Pig Best Day coming Dublin Olympia Theatre year,78 days 13:28:57.518526000,"{Peppa, Pig}",set(),set()
1663,Brazil Itau Unibanco launch new payments app QR code,78 days 13:28:29.518526000,"{Itau, Unibanco}","{Brazil, Backcountry}",set()
1664,Audi driver jumps car bonnet smashes windscreen STAMPING,78 days 13:28:26.518526000,"{Tui, Audi}",set(),set()
1665,Chicas Poderosas New Ventures Lab supports women led media startups Latin America,78 days 13:28:00.518526000,set(),{EMSB},set()
1666,Black lawmakers pitching dream ticket Joe Biden,78 days 13:27:10.518526000,"{Harris, Biden, Biden, Joe, Joe}",set(),{Kamala}
1667,Shocking moment grinning man enjoys oral sex Ayrshire garden horrified neighbours walk,78 days 13:27:07.518526000,"{Union, Gabrielle}",set(),{Ayrshire}
1668,Apple latest ad emphasizes iPhone keeps text conversations private subtly digging companies like Facebook Google,78 days 13:26:52.518526000,set(),set(),set()
1669,Referee dies suffering heart attack pitch shocked players fans,78 days 13:26:37.518526000,set(),set(),set()
1670,Calls end Orange marches past Catholic churches Glasgow,78 days 13:26:16.518526000,set(),"{Catholic, Orange, Glasgow}","{Uganda, Kenya}"
1671,Traveling abroad sure immunized measles,78 days 13:26:00.518526000,set(),set(),set()
1672,latest executive power moves help explain going tech finance,78 days 13:25:36.518526000,set(),"{Trump, Drive, Commercial}",set()
1673,Apple Rolls Revamped TV App Prelude Streaming Service Launch,78 days 13:25:20.518526000,set(),"{TV, Apple, AirPlay, Apple, Showcase, Apple, Revamped, SES, Samsung, Rolls, Content, K, Digital, Spin, Satellite, Apple, Apple, Samsung}",{UK}
1674,Universal Sets Participants Film Writers Program Recalibrating Hollywood Gaze Inclusion,78 days 13:24:58.518526000,set(),set(),set()
1675,Margaret Sullivan local journalism,78 days 13:24:18.518526000,"{Randwick, Royal, Margaret, Winx, Sullivan}",set(),set()
1676,Schumacher documentary hit market Cannes film festival,78 days 13:23:45.518526000,"{Cannes, Cannes, Morrone, Camila, Schumacher, Schumacher}","{Film, Cannes, Festival, Nollywood}",set()
1677,Turkey Soma mining disaster commemorated fifth anniversary Ankara,78 days 13:23:28.518526000,set(),set(),"{Soma, Turkey}"
1678,Giants mailbag Assessing Bumgarner current trade value rebuild start,78 days 13:23:23.518526000,set(),"{Taser, Bumgarner, Michigan, Ex}",set()
1679,June Jones leaves Hamilton Tiger Cats XFL head coaching position,78 days 13:23:10.518526000,set(),set(),set()
1680,Oh wow Duran Duran playing nights intimate winery venue,78 days 13:22:34.518526000,"{Idol, Tops, Fox, Duran, Duran, Wraps}",set(),set()
1681,Greeley resident James Roohr joins race city council large seat,78 days 13:22:09.518526000,"{Abrahart, Roohr, Natasha, James}",set(),set()
1682,Women Business Annual Leadership Meeting Innovation technology heart debate,78 days 13:21:58.518526000,set(),set(),set()
1683,John Ivison Investigation Norman affair doomed Trudeau likely damage,78 days 13:21:47.518526000,"{Natale, Di, Ivison, John, Richard}","{Corp, Norman, News, Trudeau}",set()
1684,Disney Consolidates Media Business OMD Following Century Fox Acquisition,78 days 13:21:44.518526000,"{Tony, Blair}","{Disney, Fox, Business, OMD, Acquisition, Consolidates, Media}",{Brexit}
1685,Tang family donates largest private Raffles memorabilia collection National Museum,78 days 13:21:40.518526000,set(),"{Museum, National, Raffles, Tang}",set()
1686,oddest things Citroen Concept,78 days 13:20:43.518526000,set(),{Citroen},set()
1687,Huawei boosted UK economy amid security fears,78 days 13:20:21.518526000,set(),"{Huawei, OPEC}",{UK}
1688,ridiculous gadgets hidden Aston Martin Goldfinger Continuation,78 days 13:20:13.518526000,"{McCollum, CJ, Durant, Kevin}","{Warriors, Blazers}",set()
1689,Gareth Bale offered m loan return Premier League latest Real Madrid snub,78 days 13:20:00.518526000,"{Gareth, Bale, Aguero, Sergio}","{City, Liverpool}",{Madrid}
1690,Public speaking push students employable going far,78 days 13:19:58.518526000,set(),set(),set()
1691,Cameroon Security Council Member States meet humanitarian crisis,78 days 13:19:48.518526000,set(),"{Committee, Council, Security, Cameroon, Brazil, Journalists, Protect}",set()
1692,large swath eastern Ontario included new Ottawa area health unit,78 days 13:19:47.518526000,set(),set(),"{Ontario, Ottawa, New, Ottawa, Ontario}"
1693,Connections second high end adventure travel event held Azores,78 days 13:19:43.518526000,set(),set(),{Azores}
1694,Eusebio way Vico Sotto set win Pasig mayor,78 days 13:19:25.518526000,"{Richard, Cayetanos, Mar, Pasig, Del, Taguig, Eusebio, Sotto, Yap, Vico}",set(),set()
1695,High school baseball playoffs things watch,78 days 13:19:23.518526000,set(),set(),set()
1696,dirtiest places kitchen,78 days 13:19:21.518526000,set(),set(),set()
1697,Leah Heyes Second teen arrested suspicion drug offences old death,78 days 13:18:58.518526000,"{Leah, Heyes}","{Black, Kodak, Miami}",set()
1698,look Mavericks run rotten NBA draft lottery luck gory detail,78 days 13:18:28.518526000,set(),"{Gerrard, Rangers, NBA, Steven, Mavericks, summer}",set()
1699,Man City risk Champions League ban Uefa financial investigation verdict,78 days 13:18:21.518526000,set(),"{League, Uefa, Champions, League, Uefa, FFP, Champions}",set()
1700,Sotto wants Smartmatic scrapped Pimentel calls probe,78 days 13:18:11.518526000,"{Trump, Smartmatic, Sotto, Pimentel}",set(),set()
1701,AAPE Bathing Ape Debuts New Sock Like Sneakers Dropping Month,78 days 13:18:00.518526000,"{Matthew, McConaughey}",set(),set()
1702,Panasonic CEO said company batteries Tesla year,78 days 13:17:51.518526000,set(),{Panasonic},set()
1703,Maria Ressa arraigned cyber libel SC option,78 days 13:17:44.518526000,"{Maria, Ressa}",{ECOWAS},set()
1704,Consumers finances set remain pressure,78 days 13:17:32.518526000,set(),set(),set()
1705,plant based meat grow billion industry billion industry,78 days 13:17:15.518526000,set(),set(),set()
1706,Ikebukuro rebrand focused anime,78 days 13:16:49.518526000,"{Fiji, Palmer, Clive, UAP}",set(),set()
1707,Humans Years Stave Climate Catastrophe Uninhabitable Earth Author Says,78 days 13:15:58.518526000,set(),set(),set()
1708,Shell targets equivalent electricity new gas supply project,78 days 13:15:35.518526000,set(),set(),set()
1709,Grace Mugabe accused beating housekeeper shoe blood gushed face,78 days 13:15:25.518526000,"{Margaret, Fleming, Grace, Mugabe}",set(),set()
1710,restart Mac computer different ways including frozen,78 days 13:15:22.518526000,"{Mac, Mac}",set(),set()
1711,Smith calls Aladdin remake highlight career,78 days 13:15:08.518526000,set(),"{Smith, Aladdin}","{Cannes, China}"
1712,Transforming Data Knowledge WALLIX Webinars,78 days 13:15:04.518526000,set(),set(),set()
1713,Church Street Residence,78 days 13:14:58.518526000,set(),set(),set()
1714,Kate Winslet stand roles,78 days 13:14:39.518526000,"{Kate, Winslet, Jamie, Horn, Spanx, Sheridan, Smith}","{Awards, Bafta, TV}",set()
1715,Emmerdale fans tears Lisa Dingle tells daughter Belle dying,78 days 13:14:26.518526000,"{Emmerdale, Lisa, Belle, Dingle, Emmerdale, Lisa, Dingle}",set(),set()
1716,Akshay Kumar Vidya Balan iconic film Bhool Bhulaiyaa getting sequel,78 days 13:14:23.518526000,"{Peltier, Bhool, Balan, Vidya, Kumar, Akshay, Bhulaiyaa, Warnock}",set(),set()
1717,Ending long TV drought Beto tells Rachel Maddow recognizes need reach national audience,78 days 13:14:22.518526000,"{Heyes, Leah, Maddow, Rachel, Beto}",set(),set()
1718,Argentina scrambles bomb threat presidential palace,78 days 13:14:08.518526000,set(),set(),"{Yemen, Argentina}"
1719,Darren Lewis hypersensitive sick humiliation,78 days 13:13:15.518526000,"{Lewis, Darren}",set(),set()
1720,toast Twitter folk hero,78 days 13:12:51.518526000,"{Adidas, Cudi}","{Collaboration, Clothing, Official}",set()
1721,Pompeo surprise visit fails convince EU Iran,78 days 13:12:20.518526000,"{Pompeo, EU, Mike, Pompeo}",set(),"{Iran, Iran}"
1722,Cleveland Street Fitzrovia London United Kingdom Property Sale,78 days 13:12:15.518526000,set(),"{Rex, Kingdom, United, London, Fitzrovia, Street, Cleveland}","{New, Mexico}"
1723,wo iPhone turn ways troubleshoot iPhone wo restart,78 days 13:11:28.518526000,set(),set(),set()
1724,Man United transfer news rumours LIVE Latest news Old Trafford,78 days 13:11:25.518526000,set(),set(),set()
1725,Apple vision future TV starting shape new revamped TV app launching today,78 days 13:11:23.518526000,set(),"{Apple, Apple}",set()
1726,Fendi Roma Amour Collection Features New Logo Bags Accessories,78 days 13:11:21.518526000,"{Amour, Collection, Fendi, Roma}",set(),set()
1727,Murder charges dropped case missing Windsor man,78 days 13:11:19.518526000,set(),"{Lobo, Second, Windsor, Sarnia}",set()
1728,Good luck wishes stress Sats pupils teachers warned,78 days 13:11:03.518526000,set(),set(),set()
